1girl,"1_个女人,人物类型>1_个女人,1个女孩"
jashin-chan_dropkick,"jashin-chan_dropkick"
irene_(arknights),"艾琳(方舟之夜)"
hekiga_(freelot),"hekiga_(freelot)"
green_belt,"绿化带"
floating_clothes,"浮衣"
chloe_(princess_connect!),"克洛伊(公主连接！)"
black_survival,"黑人生存"
asuna_(sao-alo),"亚丝娜_(sao-alo)"
astolfo_(saber)_(fate),"astolfo_(军刀)_(fate)"
asahina_aoi,"朝比奈葵"
announcement_celebration,"公告庆典"
animal_on_hand,"手头上的动物"
amane_hasuhito,"天音莲人"
paper_stack,"纸叠"
milotic,"米罗"
mikumo_guynemer,"mikumo_guynemer"
honoka_(doa),"穗花_(doa)"
hisasi,"希西"
hima,"希马"
high_tops,"可以覆盖脚踝的运动鞋,服饰>鞋类>可以覆盖脚踝的运动鞋,高帮"
hanzou,"汉州"
hacka_doll_3,"哈卡娃娃_3"
graf_eisen,"格拉夫艾森"
gilgamesh_(caster)_(fate),"吉尔伽美什(施法者)(fate)"
gae_dearg_(fate),"gae_dearg_(fate)"
fanbox_username,"fanbox_用户名"
arrancar,"破案"
wet_towel,"湿毛巾"
soldier:_76_(overwatch),""
pearl_earrings,"珍珠耳环"
musket,"火枪"
majin_android_21,"魔人机器人_21"
kurona,"库罗纳"
kashino_(hot_springs_relaxation)_(azur_lane),"kashino_(温泉放松)_(azur_lane)"
isometric,"等轴测"
crane_game,"起重机游戏"
clothes_pin,"衣夹"
sankuma,"三隈"
rinne_no_lagrange,"林诺拉格朗日"
powerpuff_girls_z,"飞天小女警_z"
pov_doorway,"pov_门口"
paint_splatter_on_face,"油漆溅到脸上"
mazinger_(series),"神奇女侠(系列)"
implied_kiss,"暗示亲吻"
goutokuji_mike,"goutokuji_麦克"
dr.p,"博士"
determined,"下定决心"
cinderace,"煤灰狼"
chomusuke,"长之助"
cauldron,"大锅"
yellow_one-piece_swimsuit,""
wiz_(konosuba),"wiz_(konosuba)"
takamiya_rion,"高宫_rion"
sakura_(fire_emblem),"樱花(火徽)"
okusawa_misaki,""
matilda_fiship,"玛蒂尔达鱼"
ittokyu,"伊东急"
hanna-justina_marseille,"汉娜·贾斯蒂娜·马赛"
genzoman,"源藏人"
embroidery,"刺绣技法,图片属性(高级)>艺术技巧>刺绣技法"
chai_(drawingchisanne),"chai_(drawingchisanne)"
yoshizawa_kasumi,"吉泽霞"
rui_(sugar3),""
roots,"根"
rin_yuu,"凛悠"
prison,"监狱,场景建设>人造场景>监狱"
nishii_(nitroplus),"nishii_(nitroplus)"
livestream,"直播"
kotobuki_(momoko_factory),"寿(桃子工厂)"
kamisimo_90,"卡米西莫_90"
infirmary,"医务室,场景建设>室内场景>医务室"
iggy_(jojo),"iggy_(乔乔)"
chocolate_cake,"巧克力蛋糕"
brown_neckerchief,"棕色围巾"
yuuri_(shoujo_shuumatsu_ryokou),"yuuri_(少女_shuumatsu_ryokou)"
wallpaper_(object),"壁纸(对象)"
selection_university_military_uniform,"选择大学军装"
saigado,"赛加多"
roki_(hirokix),"roki_(hirokix)"
powerpuff_girls,""
metroid_(creature),"银河战士(生物)"
kumada_masaru,"熊田胜"
kokudou_juunigou,"国豆十号"
graduation,"毕业"
gladiator_sandals,"角斗士凉鞋"
2006,"2006"
yorha_no._2_type_b_(cosplay),""
walther,"瓦尔特"
two-tone_leotard,"两色紧身衣"
syuri22,"苏里22"
shirotsumekusa,"白毛草"
saw,"锯"
prosciutto,"意大利熏火腿"
iwbitu,"伊比图"
fuuma_nagi,"风魔凪"
engrish_commentary,"英文评论"
crypto_(apex_legends),"加密(顶级传奇)"
bear_panties,"熊印花内裤,人物下身装饰>熊印花内裤,熊内裤"
yoshitomi_akihito,"吉富明仁"
velvet_crowe,"天鹅绒克劳"
triangle_hair_ornament,"三角发饰"
travel_attendant,"旅行服务员"
throat_microphone,"喉部麦克风"
rainbow_background,"彩虹背景"
phosphophyllite_(ll),"磷叶石_(ll)"
pavolia_reine,"帕沃利亚雷因"
oda_ken'ichi,"织田健一"
nedia_(nedia_region),"内迪亚(内迪亚地区)"
mia_(fire_emblem),"米娅(火徽)"
jolteon,"乔尔顿"
grisaia_(series),"灰色(系列)"
greatmosu,"大摩苏"
cthulhu_mythos,""
yumizuka_satsuki,"由水冢小月"
wrestle_angels,"摔跤天使"
tsukiyo_(skymint),"月代(天薄荷)"
saya_no_uta,"说没有_uta"
sairenji_haruna,"西连寺榛名"
rui_shi_(rayze_ray),"瑞诗_(rayze_ray)"
nippon_professional_baseball,"日本职业棒球"
mozukuzu_(manukedori),"mozukuzu_(manukedori)"
la_pluma_(arknights),"la_pluma(方舟之夜)"
j7w,""
hooded_dress,"连帽连衣裙"
freyja_wion,"弗雷亚·维昂"
devil_survivor,"恶魔幸存者"
assassin_cross_(ragnarok_online),"刺客十字架(仙境传说在线)"
smart_falcon_(umamusume),"聪明的猎鹰_(umamusume)"
simulated_fellatio,"模拟口交"
scalpel,"手术刀"
naganami_kai_ni_(kancolle),"naganami_kai_ni_(舰娘)"
magician,"魔术师"
katarina_(league_of_legends),"卡特琳娜(英雄联盟)"
half_mask,"半面罩"
energy_cannon,"能量炮"
caracal_(kemono_friends),"狞猫_(kemono_朋友)"
atago_(summer_march)_(azur_lane),"爱宕(夏季进行曲)(碧蓝航线)"
stick_poster,"贴海报"
shippou_(pattern),"shippou_(模式)"
shannon_(umineko),"香农(umineko)"
omaru_gyuunyuu,"小丸gyuunyuu"
noctis_lucis_caelum,"黑夜夜蛾"
jibril_(no_game_no_life),"jibril(没有游戏就没有生命)"
grimm's_fairy_tales,""
gastly,"气急败坏"
eas,"东亚"
clawed_gauntlets,"爪状护手"
chameleon_(ryokucha_combo),"变色龙(ryokucha_组合)"
beijuu,"北车"
admire_vega_(umamusume),"佩服_vega_(umamusume)"
yuto_(dialique),"yuto_(dialique)"
tron_bonne_(mega_man),"tron_bonne(巨人)"
tori_(minamopa),"托里_(minamopa)"
spaceship_hair_ornament,"飞船发饰"
silverash_(arknights),"silverash(方舟之夜)"
shimada_chiyo,"岛田千代"
raven_(tales),"乌鸦(故事)"
quick_waipa,"快速_waipa"
panties_over_pantyhose,"连裤袜上的内裤,人物下身装饰>连裤袜上的内裤"
musouzuki,"无双月"
latias,"拉蒂亚斯"
kirishima_satoshi,"雾岛聪"
holding_swimsuit,"拿着泳衣"
hiten_(hitenkei),"飞天_(hitenkei)"
fuukadia_(narcolepsy),"fuukadia(嗜睡症)"
cropped_sweater,"短款毛衣"
bottle_miku,"瓶_miku"
blemishine_(arknights),"瑕疵(方舟之夜)"
arnest,"阿内斯特"
alina_gray,"阿丽娜灰色"
yokosuka_girls_marine_high_school_uniform,"横须贺女子海洋高中制服"
trolling,"拖钓"
tennis,"网球"
temari_(naruto),"手鞠(火影忍者)"
suzuka_gozen_(fate),"铃鹿御前(fate)"
right-over-left_kimono,""
ricegnat,"稻谷"
raccoon,"浣熊"
polearm_behind_back,"长柄武器在背后"
pacific_rim,"环太平洋"
nyuu_(manekin-eko),"nyuu_(manekin-eko)"
muppo,"穆波"
malenia_blade_of_miquella,"miquella_的malenia_刀片"
long_labia,"长阴唇"
kotoyama,"琴山"
hounori,"霍诺里"
cure_lovely,"治愈可爱"
ashiomi_masato,"潮见正人"
tolkien's_legendarium,"托尔金的传奇馆"
sega,"世嘉"
pochincoff,"波钦科夫"
munakata_(sekimizu_kazuki),"宗像(关水一树)"
minegumo_(kancolle),"峰云_(舰娘)"
makabe_mizuki,""
kalina_(girls'_frontline),"卡琳娜(女子前线)"
implied_anal,"隐含的肛门"
congratulations,"恭喜"
yadokari_genpachirou,"宿狩玄八郎"
surfing,"冲浪"
sanrio,"三丽鸥"
rukuriri_(girls_und_panzer),"rukuriri(少女与装甲)"
proposal,"提案"
morinaka_kazaki,"森中风崎"
leaf_background,"叶背景"
kitashirakawa_chiyuri,"北白川千百合"
keqing_(opulent_splendor)_(genshin_impact),"刻晴(富丽堂皇)(原神)"
judith_(tales),"朱迪思(故事)"
i-14_(kancolle),""
high_school_dxd_infinity,"高中_dxd_无限"
hair_over_one_breast,"一根乳房上的头发"
gundam_age,""
gold_footwear,"金鞋"
four-leaf_clover_hair_ornament,"四叶草发饰"
fading,"褪色"
cookie_run,"饼干跑"
chacharan,"查查兰"
xenovia_quarta,"xenovia_quarta"
sekiro:_shadows_die_twice,"只狼：影子死了两次"
nuu_(nu-nyu),"nuu_(nu-nyu)"
narumi_arata,"鸣海"
nagioka,"长冈"
legwear_removed,"去除了裤袜"
himesaka_noa,"姬坂_noa"
gundam_g_no_reconguista,""
chocolate_making,"巧克力制作"
tokyo_(city),"东京(市)"
spicy_nun_(diva),"辣修女_(diva)"
sasha_braus,"萨沙布劳斯"
perseus_(azur_lane),"英仙座(碧蓝航线)"
nyong_nyong,"宁宁"
masakichi_(crossroad),"正吉(十字路口)"
ainu,"阿伊努人"
...?,"...?"
super_masara,"超级马萨拉"
shigure_ui_(vtuber),"shigure_ui_(vtuber)"
resident_evil_village,"居民恶村"
penguin_costume,"企鹅服装"
lisa_lisa,"丽莎丽莎"
killua_zoldyck,"killua_zoldyck"
kazemaru_ichirouta,"风丸一郎太"
hiradaira_chisaki,"平平千崎"
f-ism,"自由主义"
cupboard,"橱柜"
ayatsuji_tsukasa,"绫辻_tsukasa"
akchu,"阿克楚"
vrchat,"虚拟聊天"
volleyball_net,"排球网"
toggles,"拨动开关"
spas-12_(girls'_frontline),""
self_exposure,"自我暴露"
red_tank_top,"红色背心"
pyrrha_nikos,"皮拉尼科斯"
nagishiro_mito,"水户渚代"
m.m,"毫米"
keyblade,"键刃"
huge_dildo,"巨大的假阳具"
holding_chocolate,"拿着巧克力"
fast_food,"快餐"
ett,"等"
catsuit,"紧身连衣裤"
bekkankou,"别馆口"
argyle_cutout,"菱形镂空"
wooloo,"羊毛"
symbol,"符号"
side-tie_skirt,"侧系带裙"
poi,"兴趣点"
metal_boots,"金属靴"
matikanefukukitaru_(umamusume),""
marugoshi_(54burger),""
laundry_basket,"洗衣篮"
kariyushi_shirt,"karariyushi_衬衫"
gradient_skin,"渐变皮肤"
flailing,"连连"
e20,"e20"
tsubaki_yayoi,"椿弥生"
tony_tony_chopper,"托尼托尼斩波器"
tashkent_(azur_lane),"塔什干(碧蓝航线)"
square_enix,""
sailor_collar_lift,"水手领升降机"
sachito,"sachito"
morishima_haruka,"森岛遥"
frame_arms_girl,"框架武器女孩"
flippers,"脚蹼"
ellen_baker,"艾伦贝克"
drum_magazine,"鼓弹匣"
deutschland_(azur_lane),"德国(碧蓝航线)"
combat_knife,"战斗刀"
bravely_default_(series),"勇敢地默认(系列)"
ai_ai_gasa,"爱爱加沙"
yuusha_series,"玉莎系列"
wii_fit,"wii_适合"
walzrj,"华尔兹"
triangular_eyewear,"三角眼镜"
seeu,"见"
sam_browne_belt,"山姆布朗腰带"
rurouni_kenshin,""
o-ring_swimsuit,"o_型圈泳衣"
namamo_nanase,"生藻七濑"
mari_(blue_archive),"mari(蓝色档案)"
lily_black,"百合黑"
grey_tank_top,"灰色背心"
glowing_hand,"发光的手"
glock,"格洛克"
dashed_eyes,"黑眼圈中的水平线,人物眼睛>黑眼圈中的水平线,虚线的眼睛"
broken_sword,"断剑"
boa_(brianoa),"蟒蛇_(brianoa)"
anmi,"安米"
zero_no_kiseki,"零之轨迹"
wind_turbine,"风力涡轮机"
transparent_censoring,"透明审查"
shuri_(84k),""
police_car,"警车"
panda_hood,"熊猫头巾"
kama_(first_ascension)_(fate),"kama(第一次提升)(fate)"
fate/extra_ccc_fox_tail,"fate/额外的_ccc_狐尾"
dairoku_ryouhei,"大六两平"
aurahack,"奥拉哈克"
;(,";("
yuuki_yuuna,"优纪优奈"
yatterman,"亚特曼"
tony_guisado,"托尼·吉萨多"
tebi_(tbd11),""
soccer_spirits,"足球精神"
purple_tongue,"紫舌"
nanami_yachiyo,"七海八千代"
mukyuu,"向来"
jewelry_removed,"珠宝被移除"
honma_himawari,"本间向日葵"
goggles_removed,"护目镜已取下"
crow_(siranui),"乌鸦_(siranui)"
chito_(shoujo_shuumatsu_ryokou),""
brown_sleeves,"棕色袖子,服饰>袖子>棕色袖子"
black_coat_(kingdom_hearts),"黑色外套(王国之心)"
baba_(baba_seimaijo),"baba_(baba_seimaijo)"
asamiya_athena,"朝宫雅典娜"
artstation_sample,"艺术站样本"
ange_(princess_principal),"安吉(公主校长)"
y2,"y2"
teardrop_tattoo,"泪珠纹身"
tanashi_(mk2),""
sayu_(genshin_impact),"早柚(原神)"
ryo_(tg290),""
ping_hai_(azur_lane),"平海(碧蓝航线)"
otoi_rekomaru,"乙井rekomaru"
neoartcore,"新艺术核心"
kitten_(gravity_daze),"小猫(重力发呆)"
karutamo,"卡鲁塔莫"
kanzuki_karin,"菅月卡琳"
janus_(kancolle),"janus_(舰娘)"
isaki_(gomi),"伊崎(五味)"
holding_own_tail,"握着自己的尾巴"
ghost_in_the_shell_stand_alone_complex,"攻壳机动队独立复合体"
flying_paper,"飞纸"
yaneko_uta,""
village,"村庄,场景建设>人造场景>村庄"
unfairr,"更不公平"
tanamachi_kaoru,"田町薰"
shirosaki_hana,"白崎花"
sakaguchi_karina,"坂口卡琳娜"
saitou_masatsugu,"斋藤征继"
saga_(arknights),"传奇(方舟之夜)"
rope_belt,"绳带"
pantyhose_under_swimsuit,"泳衣下连裤袜,人物下身装饰>泳衣下连裤袜"
multiple_weapons,"多种武器"
kfc,"肯德基"
key_(company),"关键(公司)"
hand_rest,"扶手"
folder,"文件夹"
doyouwantto,"做你想做的"
douki-chan_(douki-chan),"douki-chan_(douki-chan)"
deer_antlers,"鹿角"
cabbage,"卷心菜"
sexual_coaching,"性辅导"
scouter,"侦察机"
print_swimsuit,"印花泳衣"
natsuya_(kuttuki),"夏也_(kuttuki)"
megurigaoka_high_school_uniform,"巡丘高中校服"
lifting,"起重"
leo_(fire_emblem),"狮子座(火徽)"
kuroyukihime,"黑雪姬"
iahfy,""
firelock,"防火锁"
6u_(eternal_land),""
yutakasan-love,"yutakasan-love"
twintails_day,"双马尾日"
totodile,"蟾蜍"
ryosios,"ryosios"
litwick,"立特威克"
leaning_on_rail,"靠在铁轨上"
lane_line,"车道线"
korie_riko,"古江梨子"
invisible,"隐形"
hina_(swimsuit)_(blue_archive),"hina_(泳装)_(蓝色档案)"
hands_on_another's_chest,"手放在别人的胸前"
gold_bracelet,"金手链"
game_boy_(original),"游戏男孩(原版)"
cash_register,"收银机"
berusuke_(beru_no_su),"berusuke_(beru_no_su)"
bc_freedom_(emblem),"公元前自由(标志)"
zima_(arknights),"齐玛(方舟之夜)"
zannen_onna-kanbu_black_general-san,""
purple_cardigan,"紫色开衫"
natsume_kyousuke,"夏目恭介"
lord_knight_(ragnarok_online),"骑士勋爵(仙境传说在线)"
kyogoku_shin,"京极新"
kedama_milk,"毛豆牛奶"
kan'u_unchou,"kan'u_uncho"
jcm2,"jcm2"
ginga_nakajima,"银加中岛"
fitting_room,"试衣间,场景建设>室内场景>试衣间"
clarent_(fate),"克拉伦特(fate)"
akasaai,"阿卡赛"
undefined_fantastic_object,"未定义的奇妙物体"
tajima_yuuki,"田岛优树"
shining_(arknights),"闪亮(方舟)"
saya_(saya_no_uta),"saya_(saya_no_uta)"
royal_penguin_(kemono_friends),"皇家企鹅_(kemono_朋友)"
priest_(dq3),""
popsicle_stick,"冰棒棒"
neta,"净值"
minato_yukina,""
kurot,"库洛特"
inuinui,"犬奴"
entangled,"纠结"
whip_sword,"鞭剑"
temari_ball,"手鞠球"
stomping,"跺脚"
roto,"旋转"
ribbon-trimmed_bra,"丝带边饰文胸"
pinned,"固定"
m16,"m16"
lansane,"兰桑"
jintsuu_kai_ni_(kancolle),"jintsuu_kai_ni_(舰娘)"
ice_cream_float,"冰淇淋浮子"
greem_bang,"格林邦"
flower_on_head,"头上的花"
cumulonimbus_cloud,"积雨云"
apple_caramel,"苹果焦糖"
yellow_socks,""
tro,"tro"
orca,"逆戟鲸"
ogasawara_sachiko,"小笠原幸子"
octopath_traveler,"八方旅人"
morikura_en,"森仓_en"
mizuho_(kancolle),"瑞穗_(舰娘)"
mercedes_von_martritz,"梅赛德斯·冯·马特里茨"
meadow,"草地,场景建设>户外场景>草地,草甸"
justice_gakuen,"正义学园"
azuma_aya,""
adsouto,"广告"
senbei,""
railroad_crossing,"铁路道口,场景建设>人造场景>铁路道口"
ptilopsis_(arknights),"ptilopsis_(arknights)"
nigo_(aozoragarou),"nigo_(aozoragarou)"
narration,"旁白"
kitahara_tomoe_(kitahara_koubou),"北原友惠_(kitahara_koubou)"
kama_(swimsuit_avenger)_(fate),"kama_(泳装复仇者)_(fate)"
hitsukuya,"日月屋"
friend_(nanashi_mumei),"朋友_(nanashi_mumei)"
ef,""
dodging,"闪避"
canteen,"食堂"
bucket_hat,"有帽檐的棉质半圆帽,服饰>头饰>有帽檐的棉质半圆帽,渔夫帽"
aoi_kumiko,"葵久美子"
alp,"阿尔卑斯山"
yamanaka_sawako,"山中泽和子"
taut_swimsuit,"紧身泳衣"
pastel_(medium),"粉彩(中等)"
nostrils,"鼻孔"
nijisanji_id,"nijisanji_id"
menu_board,"菜单板"
male_on_futa,""
ge-b,"ge-b"
ganesagi,"象形神"
cum_inflation,"灌精,灌精液"
cowering,"畏缩"
azuki_osamitsu,"azuki_osamitsu"
wafer_stick,"威化棒"
van,"面包车"
toshishikisai,"俊色斋"
souryuu_asuka_langley_(cosplay),""
sankakusui,"三阁水"
rosa_(arknights),"罗莎(方舟之夜)"
phoenix_wright,"凤凰赖特"
mvv,"mv"
mamemaki,"豆卷"
kamina_shades,"卡米纳墨镜,人物头部饰品>卡米纳墨镜,卡米娜色号"
hanging_plant,"悬挂植物"
beige_cardigan,"米色开衫"
aegis_sword_(xenoblade),"宙斯盾剑(异刃)"
60+fps,""
wool_(miwol),"羊毛_(miwol)"
wii_fit_trainer,"wii_健身教练"
weights,"重量"
viper,"毒蛇"
tag,"标签"
storm,"风暴"
komi_zumiko,"komi_zumiko"
koizumi_mahiru,"小泉真昼"
kibina_high_school_uniform,"kibina_高中制服"
captain_(kemono_friends),"队长_(kemono_朋友)"
amasawa_yuuko,"天泽优子"
amano_kouki,"天野幸喜"
agatsuma_zenitsu,"我妻善逸"
sazanami_mio,"笹波澪"
rossweisse,"罗斯魏斯"
red_mittens,"红色连指手套"
mocha_(cotton),"摩卡(棉)"
liya,"莉亚"
holding_branch,"控股分公司"
heles,"heles"
han_(jackpot),"韩(头奖)"
glowing_tattoo,"发光的纹身"
fukahire_(ruinon),"fukahire_(ruinon)"
female_service_cap,"女警帽,服饰>头饰>女警帽,女性服务帽"
anya_alstreim,"安雅·阿尔斯特雷姆"
4chan,""
tokoro_megumi,"远惠"
sun_wukong,"孙悟空"
romani_archaman,"罗马阿查曼"
nonomi_(swimsuit)_(blue_archive),"nonomi_(泳装)_(蓝色档案)"
massachusetts_(azur_lane),"马萨诸塞州(碧蓝航线)"
mannequin,"模特"
light_blue_background,"浅蓝色背景"
kisaragi_nana,"如月奈奈"
inverted_bob,"倒鲍勃"
hamanami_(kancolle),"hamanami_(舰娘)"
chrysanthemum,"菊花"
chaesu,"查苏"
alpha_signature,"字母签名"
against_fourth_wall,"靠着第四面墙"
tank_focus,"坦克焦点"
stalk_in_mouth,"嘴里有茎"
ru_zhai,"汝寨"
noi_(dorohedoro),"noi_(dorohedoro)"
miyagoe_yoshitsuki,"宫越吉月"
kanzakietc,"kanzaki等"
incoming_hug,"即将到来的拥抱"
himemushi_momoyo,"姬虫桃代"
fallout_(series),"辐射(系列)"
emily_(pure_dream),"艾米丽(纯梦)"
diamond_(houseki_no_kuni),"钻石_(houseki_no_kuni)"
delinquent,"拖欠"
tsukui_kachou,"月井花町"
tenmaso,"天马索"
ruukii_drift,"ruukii_漂移"
prank,"恶作剧"
pallad,"帕拉德"
mikazuki_neko,"三日月猫"
ikusaba_mukuro,"ikusaba_mukuro"
grima_(fire_emblem),"格里玛(火徽)"
gingham,"方格布式"
gekitotsu!_joshikousei_oiroke_sensha_gundan,"激斗！_joshikousei_oiroke_sensha_gundan"
fur-trimmed_footwear,"毛皮鞋"
flower_in_mouth,"花在嘴里"
falken_(yutozin),"falken_(yutozin)"
chili_pepper,"辣椒"
bubba_(watson_amelia),"布巴(沃森阿米莉亚)"
tamamo_cat_(third_ascension)_(fate),"玉藻猫(第三次提升)(fate)"
tajima_ryuushi,"但马龙志"
sailor_uranus,"水手天王星"
removing_jacket,"脱外套"
orange_rose,"橙玫瑰"
nekoya_(liu),"猫屋(刘)"
milfeulle_sakuraba,"milfeulle_sakuraba"
kisaragi_momo,"如月桃"
hibari_(senran_kagura),"hibari(闪乱神乐)"
dollar_sign,"美元符号"
chakram,"飞轮"
asseylum_vers_allusia,"asseylum_对_allusia"
yoi_naosuke,"yoi_naosuke"
tonarikeru,"tonarikeru"
strawberry_panic!,"草莓恐慌！"
spoken_food,"口语食物"
sequential,"连续"
natsuiro_egao_de_1_2_jump!,""
kafuu_chino's_school_uniform,"kafuu_chino_的校服"
izawa_(bhive003),""
homu_(honkai_impact),"homu_(honkai_冲击)"
hakuryuu_(inazuma_eleven),"白龙(闪电十一人)"
fruit_on_head,"头上的水果"
frilled_camisole,"褶边吊带背心"
drowning,"溺水"
chained_wrists,"链式手腕"
bull,"公牛"
azusa_(hws),"梓_(hws)"
white_blood_cell_(hataraku_saibou),"白细胞_(hataraku_saibou)"
vampire_(azur_lane),"吸血鬼(碧蓝航线)"
valorant,"勇敢的"
takase_muh,"高濑muh"
sweater_pull,"毛衣拉"
sky_lantern,"天灯"
russia_(hetalia),"俄罗斯(黑塔利亚)"
redcomet,"红彗星"
rebe11,"瑞贝11"
naganohara_mio,"长野原澪"
math,"数学"
mai_natsume,"梅夏目"
hair_wings,"头发做的翅膀,人物属性>翅膀>头发做的翅膀,毛翼"
guweiz,"古韦兹"
chihiro_(kemonomichi),"千寻_(kemonomichi)"
wooden_horse,"木马,限制级>木马"
tamago_(yotsumi_works),"tamago_(yotsumi_作品)"
striped_hairband,"条纹发带"
spanish_text,"西班牙语文本"
scar_on_mouth,"嘴上的疤痕"
pretty_rhythm,"节奏漂亮"
onii-shota,"onii-shota"
nishihara_isao,""
minazuki_(kancolle),"水月_(舰娘)"
microwave,"微波炉"
kuroka_(high_school_dxd),"黑冈(高中_dxd)"
kimi_ga_nozomu_eien,"kimi_ga_nozomu_eien"
kanon_(umineko),"kanon_(umineko)"
hypno,"催眠"
hi_you_(flying_bear),"你好(飞熊)"
handshake,"握手"
eye_trail,"眼踪"
cow_costume,"牛服装"
arm_across_waist,"手臂交叉腰"
arcanine,"奥术"
afterword,"后记"
yoshikawa_yuuko,""
two-tone_coat,"两色大衣"
torn_bike_shorts,"撕裂的自行车短裤"
seraziel,"塞拉泽尔"
rokugou_daisuke,"六乡大辅"
raspberry,"覆盆子"
ophelia_(fire_emblem),"奥菲莉亚(火徽)"
nao_(mabinogi),"nao_(mabinogi)"
missing_limb,"肢体缺失"
mignon,"米尼翁"
kouda_suzu,"口田铃"
ichihaya,"一早"
haru_(nakajou-28),""
h_kasei,"h_化成"
fukai_ryosuke,"深井凉介"
cougar_(cougar1404),""
302,"302"
taishi_(picchiridou),"太师_(picchiridou)"
super_robot_wars_og_saga_mugen_no_frontier,"超级机器人大战_og_saga_mugen_no_frontier"
skadi_(waverider)_(arknights),""
shorts_removed,"短裤已移除"
rooster,"公鸡"
mutual_hug,"相互拥抱"
minase_akiko,"水濑明子"
maji_de_watashi_ni_koi_shinasai!,""
kozue_akari,"kozue_akari"
ica,"ica"
gin'ichi_(akacia),"gin'ichi_(akacia)"
frostnova_(arknights),"霜新星(方舟之夜)"
covering_ears,"捂耳朵,人物属性>耳朵>捂耳朵,遮住耳朵"
buront,"勃朗特"
beatrice_(re:zero),"比阿特丽斯(重新：零)"
bald_eagle,"白头鹰"
arm_around_back,"搂着背"
yamagou_ayumi,"山乡步美"
tarnished_(elden_ring),"失去光泽(elden_戒指)"
tales_of_xillia_2,"希利亚的故事_2"
star_ocean_the_second_story,""
sora_(arknights),"索拉(方舟之夜)"
peony_(flower),"牡丹(花)"
muvluv_total_eclipse,"muvluv_日全食"
